Cmpd1	Cmpd2	TS
CN1CCN2C(C1)c1ccccc1Cc1cccnc21	CN[C@@H](C)Cc1ccccc1	0.26913580298423767
COC(=O)CC(O)(CCCC(C)(C)O)C(=O)O[C@H]1[C@@H]2c3cc4OCOc4cc3CCN3CCC[C@]23C=C1OC	[NH3+]CCc1c[nH]c2ccccc12	0.26875001192092896
CC(=O)N[C@@H](C=O)[C@H](O)[C@@H](O)[C@@H](O)CO	C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO	0.26837608218193054
CC(C)NCC(O)c1cc(O)cc(O)c1	CCC(=O)O[C@@]1([C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)SCF	0.26799386739730835
N[C@H]1CCSC1=O	OP(O)(=O)C(Cl)(Cl)P(O)(O)=O	0.26760563254356384
C[C@@H](O)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@@H](N)CSSC[C@H](NC(=O)[C@H](CSSC[C@H](NC(=O)CNC1=O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCC(O)=O)NC3=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(=O)N2	Nc1cc(c[nH]c1=O)-c1ccncc1	0.26721763610839844
CC(C)[C@H](N)C(=O)OCC(CO)OCn1cnc2c1[nH]c(N)nc2=O	CN(C)CCOP(O)(O)=O	0.2668393850326538
CC(C)c1cccc(C(C)C)c1O	CCCCC\C=C/C\C=C/C\C=C/CCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12	0.2664576768875122
OC[C@H]1O[C@H](C[C@@H]1O)n1ccc(=O)[nH]c1=O	O=C(N)CC[C@@H]1C2=[N+]3[Co-3]456([N+]7=C(C=C3C1(C)C)[C@H]([C@@](C)(C7=C(C)C1=[N+]4[C@@]([C@@]([C@@H]1CCC(=O)N)(C)CC(=O)N)(C)[C@H]1[C@@H]([C@@](CCC(NC[C@H](OP(O[C@H]3[C@H]([C@H](O[C@@H]3CO)n3c4c(cc(c(C)c4)C)[n+]5c3)O)([O-])=O)C)=O)(C(=C2C)N61)C)CC(=O)N)CC(=O)N)CCC(N)=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1c2ncnc(c2nc1)N	0.26607319712638855
CCc1nn(CCCN2CCN(CC2)c2cccc(Cl)c2)c(=O)n1CCOc1ccccc1	[O-]C(=O)CCCCC1CCSS1	0.26570048928260803
CN(C)CCOP(O)(O)=O	OCCOCCN1CCN(CC1)C1=Nc2ccccc2Sc2ccccc12	0.26530611515045166
O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1	[O-]C(=O)COP([O-])([O-])=O	0.26493507623672485
N[C@@H](CCC(N)=O)C(O)=O	OC[C@H]1O[C@H](C[C@@H]1O)n1cnc2[C@H](O)CNC=Nc12	0.26455026865005493
CC(=O)N[C@@H](C=O)[C@H](O)[C@@H](O)[C@@H](O)CO	Oc1ccc2C[C@H]3N(CC=C)CC[C@@]45[C@@H](Oc1c24)C(=O)CC[C@@]35O	0.2641509473323822
OC[C@H](O)[C@@H](O)C([O-])=O	Nc1ccc(cc1)S(=O)(=O)Nc1ccnn1-c1ccccc1	0.26376810669898987
CCCCCCCC\C=C/CCCCCCCC([O-])=O	CC(C)c1c(C(=O)Nc2ccccc2)c(c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(O)=O)-c1ccccc1	0.26338329911231995
Nc1ccnc(=S)[nH]1	CCCCc1ncc(\C=C(/Cc2cccs2)C(O)=O)n1Cc1ccc(cc1)C(O)=O	0.2630208432674408
Nc1ncnc2n(cnc12)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O	NC(=O)c1cnccn1	0.2626262605190277
COc1ccc(Cl)cc1C(=O)NCCc1ccc(cc1)S(=O)(=O)NC(=O)NC1CCCCC1	CCCCCCCCCCCCCC(=O)S*	0.26225489377975464
[NH3+][C@@H](CCC(=O)N[C@@H](CS)C([O-])=O)C([O-])=O	CC[C@@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3cnc(c3)-c3cccnc3)C(=O)O[C@@]12C)OC	0.261904776096344
C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](NC(=O)C[C@H](N)C(O)=O)[C@H](NC(C)=O)[C@@H](O)[C@@H]2O[C@@H]2O[C@H](CO)[C@@H](O[C@@H]3O[C@H](CO[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4NC(C)=O)[C@@H](O)[C@H](O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4NC(C)=O)[C@@H]3O)[C@H](O)[C@H]2NC(C)=O)[C@@H](O)[C@H](O)[C@@H]1O	CC(SC(=O)c1cccs1)C(=O)NCC(O)=O	0.2615012228488922
O=C(N)CC[C@@H]1C2=[N+]3[Co-3]456([N+]7=C(C=C3C1(C)C)[C@H]([C@@](C)(C7=C(C)C1=[N+]4[C@@]([C@@]([C@@H]1CCC(=O)N)(C)CC(=O)N)(C)[C@H]1[C@@H]([C@@](CCC(NC[C@H](OP(O[C@H]3[C@H]([C@H](O[C@@H]3CO)n3c4c(cc(c(C)c4)C)[n+]5c3)O)([O-])=O)C)=O)(C(=C2C)N61)C)CC(=O)N)CC(=O)N)CCC(N)=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1c2ncnc(c2nc1)N	OCCOCCN1CCN(CC1)C(c1ccccc1)c1ccc(Cl)cc1	0.2611275911331177
CN(CC([O-])=O)C(=[NH2+])NP([O-])([O-])=O	C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CCl	0.26072606444358826
NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O	CC(=O)N[C@@H](CCCN)C(O)=O	0.26033058762550354
CN(C)S(=O)(=O)c1ccc2Sc3ccccc3\C(=C\CCN3CCN(C)CC3)c2c1	Cc1c[nH]c(=O)[nH]c1=O	0.25995805859565735
CO[C@]1(NC(=O)Cc2cccs2)[C@H]2SCC(COC(N)=O)=C(N2C1=O)C(O)=O	CCCCCCCC\C=C/CCCCCCCC(O)=O	0.2595744729042053
CC(=O)CC(c1ccc(cc1)[N+]([O-])=O)c1c(O)c2ccccc2oc1=O	[O-]C(=O)CCCCC1CCSS1	0.25916871428489685
CNC(=O)Oc1ccc2N(C)[C@H]3N(C)CC[C@@]3(C)c2c1	CN1CC(=O)NC1=N	0.2587719261646271
OCCOc1ccc(cc1)C(=C(\CCCl)c1ccccc1)\c1ccccc1	N[C@@H](CSS)C(O)=O	0.25838926434516907
NC(N)=NCc1cccc(I)c1	C[C@]12CC[C@H]3[C@@H](CCc4cc(OS(O)(=O)=O)ccc34)[C@@H]1CCC2=O	0.25799572467803955
[O-]C(=O)CCCCC(S)CCS	Cn1c2ncn(CC(O)CO)c2c(=O)n(C)c1=O	0.2576177418231964
CC[C@H](N)C(O)=O	OC(=O)CCCCO\N=C(\c1cccnc1)c1cccc(c1)C(F)(F)F	0.25723472237586975
OC[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO	C[C@H](CCC=C(C)C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C[C@@H]1CC3	0.25684210658073425
C[C@H](CCC(=O)NCCS([O-])(=O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	N[C@@H](CSSC[C@H](N)C(O)=O)C(O)=O	0.2564575672149658
NCCP(O)(O)=O	CN(C)CCC(O)(c1ccccc1)c1ccccc1Cl	0.2560553550720215
OC(C=O)c1ccc(O)c(O)c1	CCC[C@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12	0.2556634247303009
CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC(CO)CO	CC(C)CC(NC(=O)CNC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1cnc[nH]1)NC(=O)C1CCC(=O)N1)C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC(N)=O	0.25525525212287903
NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]1O	C[Se]CCC(N)C(O)=O	0.2549019753932953
CCn1cc(C(O)=O)c(=O)c2ccc(C)nc12	N[C@@H](CC#N)C(O)=O	0.25449103116989136
NS(=O)(=O)c1cc(ccc1Cl)C1(O)NC(=O)c2ccccc12	C[N+](C)(C)CCCC([O-])=O	0.25407925248146057
OC[C@H]1O[C@H](O[C@@H]2[C@H](O)[C@H](O)O[C@H](CO)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O	C[Se]CCC(N)C(O)=O	0.25368732213974
CN\C(NCc1ccccc1)=N/C	CN(C)S(=O)(=O)c1ccc2Sc3ccccc3N(CCCN3CCN(C)CC3)c2c1	0.25330397486686707
Oc1ccc(CC=O)cc1	NS(=O)(=O)c1cc(ccc1Cl)C1(O)NC(=O)c2ccccc12	0.25292739272117615
CNCCC=C1c2ccccc2CCc2ccccc12	N[C@@H](CCS)C(O)=O	0.25249168276786804
Oc1ccc(O)c(c1)C([O-])=O	C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(C)=O)[C@@]3(C)C[C@H](O)[C@]2(F)[C@@]2(C)C=CC(=O)C=C12	0.25211507081985474
CC(C)C[C@H](N)C(O)=O	CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(cc1)C(=O)N[C@@H](CCC(O)=O)C(O)=O	0.25170066952705383
OC[C@H](O)[C@H]1OC(=O)[C@@H](O)[C@H]1O	CC(C)CCC=O	0.2513088881969452
CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCCCC(O)=O	OC[C@@H](O)[C@H]1O[Sb]2(O)(O[Sb]34([O-])O[C@H]([C@H](O)CO)[C@H](O3)[C@@H](O4)C([O-])=O)O[C@@H]1[C@@H](O2)C([O-])=O	0.25088968873023987
CN1C(C(=O)Nc2ncc(C)s2)=C(O)c2ccccc2S1(=O)=O	FC(F)OC(F)C(F)(F)F	0.25051334500312805
COC(=O)CCC(=O)CN	Nc1c[nH+]cn1C1O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]1O	0.25
OCC(=O)[C@@H](O)[C@H](O)COP([O-])([O-])=O	CO[C@@H]1C[C@H](C[C@H](C)[C@@H]2CC(=O)[C@H](C)C=C(C)[C@@H](O)[C@@H](OC)C(=O)[C@@H](C)C[C@@H](C)C=CC=CC=C(C)[C@H](C[C@H]3CC[C@H](C)[C@](O)(O3)C(=O)C(=O)N3CCCC[C@@H]3C(=O)O2)OC)CC[C@H]1OCCO	0.24962852895259857
CN(C)[C@H]1[C@@H]2[C@@H](O)[C@H]3C(=C(O)[C@]2(O)C(=O)C(C(N)=O)=C1O)C(=O)c1c(O)cccc1[C@@]3(C)O	CNNCc1ccc(cc1)C(=O)NC(C)C	0.24925373494625092
CC(C)C(=C)CC=C(C)C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1OP(O)(O)=O)n1cnc2c(N)ncnc12	COc1cc(CC(O)=O)ccc1O	0.2488262951374054
NC(=O)NCCC([O-])=O	OC[C@H]1O[C@H](C[C@@H]1O)n1cc(F)c(=O)[nH]c1=O	0.24840764701366425
C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F	CC(=O)[C@H](N)C(O)=O	0.2480417788028717
OP(O)(=O)C(Sc1ccc(Cl)cc1)P(O)(O)=O	[O-]C(=O)C1=NCCC1	0.24761904776096344
CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)NCCO	CCCCCCCCCCCCC\C=C\C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12	0.24719101190567017
CCCCCCCCC([O-])=O	OC(=O)CCCN1CCC(CC1)OC(c1ccc(Cl)cc1)c1ccccn1	0.24679486453533173
CC(=O)O[C@@H]1C2=C(C)[C@H](C[C@@](O)([C@@H](OC(=O)c3ccccc3)[C@@H]3[C@@]4(CO[C@@H]4C[C@H](O)[C@@]3(C)C1=O)OC(C)=O)C2(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)c1ccccc1)c1ccccc1	OC(C(O)=O)c1ccc(O)c(O)c1	0.24635761976242065
O=c1cc[nH]c(=O)[nH]1	NCCCC(O)(P(O)(O)=O)P(O)(O)=O	0.245954692363739
CN1C[C@@H](C=C2[C@H]1Cc1c[nH]c3cccc2c13)C(=O)N[C@]1(C)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](Cc3ccccc3)N2C1=O	CC[C@H]([C@@H](C)CN(C)C)c1cccc(O)c1	0.24554184079170227
C\C=C(/C)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12	OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O	0.24512986838817596
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@@H]12)S(=O)(=O)c1ccc(N)cc1	C[Se](=O)CCC(N)C(O)=O	0.24472573399543762
Cc1cn([C@H]2C[C@H](O)[C@@H](COP([O-])([O-])=O)O2)c(=O)[nH]c1=O	CCCCCCCCCCCC([O-])=O	0.2443181872367859
CSCC[C@H](NC(C)=O)C(O)=O	Nc1nc2n(cnc2c(=O)[nH]1)[C@@H]1O[C@@H]2COP([O-])(=O)O[C@H]2[C@H]1O	0.24390244483947754
CCCCCCCCCCCCCC(=O)S*	Cc1cn([C@H]2C[C@H](O)[C@@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)O2)c(=O)[nH]c1=O	0.2434988170862198
OCc1ccccc1	[O-][N+](=O)c1ccc2NC(=O)CN=C(c3ccccc3)c2c1	0.24307692050933838
CCOC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC	CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C	0.24268501996994019
CSC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12	[O-]C(=O)CCCCC(S)CCS	0.24226804077625275
Nc1ncnc2n(cnc12)[C@H]1C[C@H](O)[C@@H](COP([O-])(=O)OP([O-])([O-])=O)O1	OC(=O)c1ccccn1	0.24183006584644318
CC(=O)N[C@@H](CS)C(O)=O	CC(C)[C@H](NC(=O)N(C)Cc1csc(n1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OCc1cncs1)Cc1ccccc1	0.24137930572032928
Oc1cc(ccc1[O-])[N+]([O-])=O	C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO	0.2410256415605545
C[C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12	[O-]C(=O)CNC(=O)c1ccccc1	0.2405892014503479
C[C@H](CC(O)C(=O)C(C)(C)O)[C@H]1CC[C@H]2\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C	[O-]C(=O)CC[C@H](NC=N)C([O-])=O	0.24017466604709625
Nc1c[nH+]cn1C1O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]1O	C[Se]CC(N)C(O)=O	0.23976607620716095
CCCCCCCCCCCCC\C=C\[C@@H](O)[C@@H]([NH3+])CO	CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@]12C	0.23931623995304108
CCCCCON=O	OCC(=O)[C@H](O)[C@H](O)COP([O-])([O-])=O	0.23888888955116272
CN1CC(=O)NC1=N	CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc2c(N)ncnc12)OCOC(=O)C(C)(C)C	0.23849372565746307
NCCCCNCCCC[C@H](N)C(O)=O	CNC(=O)c1ccc(cc1F)N1C(=S)N(C(=O)C1(C)C)c1ccc(C#N)c(c1)C(F)(F)F	0.2380952388048172
NC(=O)CCC(=O)C([O-])=O	CN1CCC(CC1)=C1c2ncc(C=O)n2CCc2ccccc12	0.23764705657958984
Nc1ccn([C@H]2C[C@H](O)[C@@H](COP([O-])([O-])=O)O2)c(=O)n1	CC[C@H](N)C(O)=O	0.23723722994327545
O[C@@H]1[C@H](O)[C@@H](OP(O)(O)=O)[C@H](OP(O)(O)=O)[C@@H](O)[C@@H]1OP(O)(=O)OC[C@@H](COC(*)=O)OC(*)=O	[NH3+][C@@H](CCC([O-])=O)C([O-])=O	0.2368421107530594
CC(Cc1ccccc1)N(C)CC#C	ClCC1CO1	0.23636363446712494
CCCCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12	OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)C([O-])=O	0.23593750596046448
CCCCCCCC\C=C/CCCCCCCC(O)=O	Cc1cn(cn1)-c1cc(NC(=O)c2ccc(C)c(Nc3nccc(n3)-c3cccnc3)c2)cc(c1)C(F)(F)F	0.23553718626499176
CSCCC(=O)C([O-])=O	Nc1cccc2C(=O)N(Cc12)C1CCC(=O)NC1=O	0.23512747883796692
COC(=O)C1=C(C)NC(C)=C(C1c1cccc2nonc12)C(=O)OC(C)C	[NH3+]CCCC[C@H]([NH3+])C([O-])=O	0.23471882939338684
CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1	[NH3+]CCOP([O-])([O-])=O	0.23428571224212646
Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O	OC[C@H](O)[C@@H](O)C(=O)C(=O)C([O-])=O	0.2338830530643463
[O-]C(=O)C1CCCC=N1	COc1ccc2[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]4(O)C#C)[C@@H]3CCc2c1	0.23347108066082
COC1=CC(=O)C(C)=C(C\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)C1=O	O[C@H](CO*)COP([O-])([O-])=O	0.2330508530139923
CCCCCCCCCC(=O)S*	CCC[C@@H]1CC(N(C)C1)C(=O)N[C@H]([C@@H](C)O)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O	0.23262031376361847
O=c1cc[nH]c(=O)[nH]1	O[C@@H]1[C@H](O)[C@@H](OP(O)(O)=O)[C@H](OP(O)(O)=O)[C@@H](O)[C@@H]1OP(O)(=O)OC[C@@H](COC(*)=O)OC(*)=O	0.23222748935222626
CSCC[C@H](N)C(O)=O	Clc1ccc2N(CC3CC3)C(=O)CN=C(c3ccccc3)c2c1	0.2318059355020523
CSCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CCNC(=O)OCC(C)C)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O	CCCCCCCCCCCCCCCCCCCCCCO	0.23140496015548706
CN1CCCC(CC2c3ccccc3Sc3ccccc23)C1	O=CCc1ccccc1	0.23098590970039368
CCCCCOc1ccc(cc1)-c1ccc(cc1)-c1ccc(cc1)C(=O)N[C@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC1=O)[C@@H](C)O)[C@H](O)[C@@H](O)c1ccc(O)cc1)[C@@H](C)O	[O-]P([O-])(=O)OCC(COC(*)=O)OC(*)=O	0.23055554926395416
Cc1nnc(SCC2=C(N3[C@H](SC2)[C@H](NC(=O)Cn2cnnn2)C3=O)C(O)=O)s1	[O-]C(=O)Cc1c[nH]cn1	0.2301255166530609
CO[C@H]1[C@@H](C[C@H](O)CN)O[C@H]2C[C@H]3O[C@H](C[C@@H](C)C3=C)CC[C@@H]3O[C@H](CC3=C)CC[C@@]34C[C@H]5O[C@@H]6[C@@H](O[C@H]7CCC(CC(=O)C[C@H]12)O[C@@H]7[C@@H]6O3)[C@H]5O4	NCCC(=O)c1cc(O)ccc1N	0.22972972691059113
CC(C)C[C@H](N)C(O)=O	COc1cccc(C\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)c1O	0.2293144166469574
CCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12	COc1ccccc1OCC(O)CO	0.22893482446670532
CN1CCN(CC1)C(=O)OC1N(C(=O)c2nccnc12)c1ccc(Cl)cn1	CC[C@@H](CO)NCCN[C@@H](CC)CO	0.22850678861141205
Nc1ccc(cc1)S(N)(=O)=O	CC(C)[C@@]1(NC(=O)[C@@H]2C[C@H]3[C@@H](Cc4c[nH]c5cccc3c45)N(C)C2)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](C)N2C1=O	0.22809457778930664
[O-]C(=O)CCC(=O)C([O-])=O	Oc1ccc(cc1)-c1sc2cc(O)ccc2c1C(=O)c1ccc(OCCN2CCCCC2)cc1	0.2276785671710968
N\C(=C\C=C/C=O)C([O-])=O	C[N+]1(C)[C@H]2CC(C[C@H]1C1OC21)OC(=O)[C@H](CO)c1ccccc1	0.22727273404598236
[NH3+][C@H](CC([O-])=O)C([O-])=O	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O	0.22685185074806213
C[C@H](Cc1cc2CCN(CCCO)c2c(c1)C(N)=O)NCCOc1ccccc1OCC(F)(F)F	CCCCCCCCCCCCCC([O-])=O	0.22641509771347046
[O-]C(=O)CC[C@H](NC=N)C([O-])=O	C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2C(=O)CO	0.22599999606609344
Clc1ccc(s1)C(=O)NC[C@H]1CN(C(=O)O1)c1ccc(cc1)N1CCOCC1=O	CC(=O)NCCCC([O-])=O	0.2255639135837555
CC(=O)CC(=O)S*	CC[N+](CC)(CC)CCC(O)(C1CCCCC1)c1ccccc1	0.22516556084156036
COC(=O)Nc1nc2ccc(cc2[nH]1)C(=O)c1ccccc1	Oc1ccccc1	0.22475570440292358
CO[C@H]1O[C@H](COS([O-])(=O)=O)[C@@H](O[C@@H]2O[C@H]([C@@H](O[C@H]3O[C@H](COS([O-])(=O)=O)[C@@H](O[C@@H]4O[C@@H]([C@@H](O[C@H]5O[C@H](COS([O-])(=O)=O)[C@@H](O)[C@H](O)[C@H]5NS([O-])(=O)=O)[C@H](O)[C@H]4O)C(O)=O)[C@H](OS([O-])(=O)=O)[C@H]3NS([O-])(=O)=O)[C@H](O)[C@H]2OS([O-])(=O)=O)C(O)=O)[C@H](O)[C@H]1NS([O-])(=O)=O	CCCNC(C)C(=O)Nc1ccccc1C	0.22433459758758545
CNC(C)CCC=C(C)C	Nc1c[nH+]cn1C1O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]1O	0.2238806039094925
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)CC4=CC(=O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C	CC1CNC(=O)NC1=O	0.22346368432044983
NNCCc1ccccc1	CC(C)(C)c1ccc(cc1)C(O)CCCN1CCC(CC1)C(O)(c1ccccc1)c1ccccc1	0.22305764257907867
NCCNCCNCCNCCN	CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1	0.2226148396730423
N[C@@H](CCS)C(O)=O	CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12	0.2222222238779068
CC(C)[C@H](N)C(O)=O	CCCCN(CCCC)CCCOc1ccc(cc1)C(=O)c1c(CCCC)oc2ccc(NS(C)(=O)=O)cc12	0.22173912823200226
NC(=O)CCCCC1CCSS1	CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C	0.22132796049118042
CCCC(=O)OC(CC([O-])=O)C[N+](C)(C)C	C[C@@H](O)[C@H](NC(=O)[C@@H](C)[C@H](O)[C@@H](C)NC(=O)[C@@H](NC(=O)c1nc(nc(N)c1C)[C@H](CC(N)=O)NC[C@H](N)C(N)=O)[C@@H](OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)c1cnc[nH]1)C(=O)NCCc1nc(cs1)-c1nc(cs1)C(=O)NCCC[S+](C)C	0.22089947760105133
NC(N)=O	CCCCCCCCCCCCCCCCCC([O-])=O	0.22047244012355804
[O-]C(=O)CNC(=O)c1ccccc1	CC[C@H]1[C@@H]2C[C@H]3[C@@H]4N(C)c5ccccc5[C@]44C[C@@H](C2[C@H]4O)N3[C@@H]1O	0.22003035247325897
CN1\C(=C(/O)Nc2ccccn2)C(=O)c2sccc2S1(=O)=O	NC(N)=NCCN1CCCCCCC1	0.21956521272659302
CC(=O)NO	OC[C@H](O)[C@@H](O)C(=O)C(=O)C([O-])=O	0.21910113096237183
